filname,t_start,t_end,video_duration,class_index
v_17ODXa4CEmI,11.742051970358816,101.82286857878314,112.23333333333333,186
v_9PuaRdU6ViM,17.385127259626593,213.39391499071075,218.8,186
v_ntKbTDQUhDA,5.611035192436146,120.59773612701557,126.86666666666666,186
v_V9nOM1VWdnc,12.801947071080122,121.32306625897036,126.2,186
v_UKhH_iEifrU,5.275002069470534,179.64312430421214,187.66666666666666,186
v_nfTFGY2n_io,14.941843993759749,187.1288081123245,227.96666666666667,186
v_MOBJ_kpzHc0,0.01,189.5444897959184,189.46666666666667,186
v_XwrF8edyJz0,10.384322932917318,129.3015694227769,214.66666666666666,186
v_WKLLTGbDI7w,8.548822873381026,79.434875,79.33333333333333,186
v_Ok_Tjkob8IA,31.899975077881614,172.09330373831776,196.83333333333334,186
v_pMCPCsvxRBw,22.55803738317757,53.29080062305296,55.7,186
v__f0S0vQZ9JM,30.28012486739469,77.33078043057722,149.23333333333332,186
v__f0S0vQZ9JM,92.00499478939156,138.1239542028081,149.23333333333332,186
v_COx5Bf0PsQs,6.504762614664585,71.88884353741497,71.83333333333333,186
v_VA8SXILXTj0,28.752979020403806,83.83399714948622,222.63333333333333,186
v_VA8SXILXTj0,125.40457686954844,142.03280875757332,222.63333333333333,186
v_xmK2kbPSGUs,26.082884555382208,77.69663494539782,88.46666666666667,186
v_iUIfmMljiOg,39.15688506084244,79.7969854648986,190.1,186
v_iUIfmMljiOg,85.72984683775351,136.75245464430577,190.1,186
v_iUIfmMljiOg,142.6853160171607,169.0865491263651,190.1,186
v_tn8YmTHinZc,18.94623135229806,222.5594734933443,237.23333333333332,186
v_JV4ss42WZG8,5.437725585023401,10.577699569422778,65.76666666666667,186
v_JV4ss42WZG8,21.463487475819033,52.68310562246489,65.76666666666667,186
v_bf3ac4bkIIo,21.85809133385336,64.1170679126365,84.76666666666667,186
v_Kp7pUEKrb8Q,8.94885631201248,89.62839002267575,89.56666666666666,186
v_-fuvIQpA-QQ,49.759964074882994,198.11265306122448,198.0,186
v_I62kL8H81XA,14.865628330222547,85.5995647957745,92.23333333333333,186
v_vFRSso8WQfY,45.67673596739788,163.05532471138847,170.16666666666666,186
v_y20J3BbydOk,41.32124751873751,123.52415359190032,140.96666666666667,186
v_uug0bhnLgHs,39.385629493607716,130.80629685747394,184.76666666666668,186
v_uo1ERV8LZeU,30.6507994648986,32.15513318096724,120.5,186
v_uo1ERV8LZeU,34.035550326053034,39.488760046801865,120.5,186
v_uo1ERV8LZeU,40.42896861934477,56.78859778159126,120.5,186
v_uo1ERV8LZeU,58.66901492667707,59.60922349921997,120.5,186
v_uo1ERV8LZeU,62.241807502340095,63.558099503900145,120.5,186
v_uo1ERV8LZeU,68.07110065210607,85.55898010140406,120.5,186
v_X9CpU4ucYeg,67.96984214352574,75.89378747113884,112.73333333333333,186
v_X9CpU4ucYeg,54.23500383824878,63.496370535101406,112.73333333333333,186
v_X9CpU4ucYeg,67.96984214352574,75.89378747113884,112.73333333333333,186
v_X9CpU4ucYeg,78.35901490639624,89.10036301716069,112.73333333333333,186
v_X9CpU4ucYeg,91.38950277847114,92.7982041700468,112.73333333333333,186
v_GqrEVe0c6PQ,10.456296823712947,103.19165062090485,109.8,186
v_AwoZxz8M8Jg,34.464136075647104,47.913555031997205,179.46666666666667,186
v_AwoZxz8M8Jg,62.483758901376454,105.35378182474236,179.46666666666667,186
v_AwoZxz8M8Jg,116.2814347267768,159.43165387840003,179.46666666666667,186
v_539ByIcbUPs,20.672787205365765,38.98815130836526,116.1,186
v_539ByIcbUPs,42.97763655852357,52.407328967988654,116.1,186
v_539ByIcbUPs,56.57815445679051,70.17867235505747,116.1,186
v_539ByIcbUPs,73.44279665064153,96.47300695837356,116.1,186
v_539ByIcbUPs,97.74238862887847,103.54527626547237,116.1,186
v_R0sADQPdso8,19.611404056162247,63.826205928237144,114.2,175
v_qI_Bo0D6p7I,2.415928237129485,211.91141965678628,221.23333333333332,175
v_YptHsVTHquc,6.64902133500306,168.08725833385338,170.36666666666667,175
v_1dFLeGRT0NQ,18.03048204745164,128.42688798384017,151.66666666666666,175
v_jaaWdcA_COY,30.861724906398496,47.1808401712079,168.96666666666667,175
v_jaaWdcA_COY,63.497946090211016,86.92088845781227,168.96666666666667,175
v_ICzctKJ6nqc,30.404294193802592,41.813312885391376,209.2,175
v_ICzctKJ6nqc,95.9246586797839,124.28421942744744,209.2,175
v_MZQmJZ_31O0,27.88299065420561,162.41842056074762,223.76666666666668,175
v_ksPQdczmNKs,0.2,217.60698751950082,225.33333333333334,175
v_wbrnTczxvVw,38.13052262689465,88.22877652097564,234.76666666666668,175
v_BaJwohtZMtA,5.2278580343213745,156.2365491419657,197.1,175
v_zHXpo62bCaQ,43.05356457067948,108.06000070775112,130.8,175
v_tEnhhhWqnWQ,20.659829170351642,181.7281979278457,188.26666666666668,175
v_rLlm6h0Nfvo,56.15383775351015,173.198976599064,216.83333333333334,175
v_bnItfkwBogY,12.869131045241812,54.095904836193455,73.0,175
v_C_fqFJyf5SU,89.19032796705103,167.53781403312857,172.76666666666668,175
v_2DMOP9Fy91U,9.763880063957144,105.60011682408177,132.6,175
v_5eM2Hcvj6R8,28.14720867706109,147.74011889454363,189.3,175
v_Oya9LWABkf4,6.916751736792449,71.77674437347602,100.3,175
v_fqOp0uhdEyM,0.20000000000000004,14.366977134636304,90.03333333333333,175
v_fqOp0uhdEyM,19.845584378156765,25.043237404060797,90.03333333333333,175
v_fqOp0uhdEyM,32.62900127970451,33.75281815017024,90.03333333333333,175
v_BLSycXOF3Ro,10.697060444845775,161.3690665704784,184.16666666666666,175
v_5DBzvN5Qe_0,12.281770404636712,190.51279654971992,210.16666666666666,175
v_V50vtrHboIE,119.70190959257064,147.70191270299054,219.56666666666666,175
v_ktYgm8bRK-g,19.205157515993093,118.34459037571031,151.33333333333334,175
v_3NFWgG4_6NI,9.328322165974189,170.14335171496333,190.1,175
v_VOxaxr5LPiQ,173.54360530421218,189.44882371294847,226.5,175
v_Pi5fonaOYTI,68.70534488927538,72.3167031447271,210.73333333333332,175
v_DR0hc7lT0hE,35.899786038407655,121.10591687952915,131.5,175
v_aKvCtSitxJY,18.88190324729848,71.06881913514894,96.0,175
v_oEdRUyN6Kfo,22.56304056162247,29.86855226209049,41.4,175
v_VcthLhKIntA,69.99752679832974,220.54905361952999,234.9,175
v_lRRBeGRTpdc,16.963763281346807,19.776849618685482,200.6,175
v_lRRBeGRTpdc,26.028152590549197,31.029194968040176,200.6,175
v_lRRBeGRTpdc,43.84436606036081,62.910840124545146,200.6,175
v_lRRBeGRTpdc,83.85270508028863,87.60348686340683,200.6,175
v_ejMpWeFZLec,3.5880596023630877,112.1287349068116,119.5,175
v_HbF6UM4jUDk,174.55738940809968,191.14755451713398,231.5,175
v_485Wn1DXt5U,24.932740437978147,32.54591977409474,119.16666666666667,175
v_485Wn1DXt5U,44.42990703047185,47.029529242804344,119.16666666666667,175
v_485Wn1DXt5U,74.69693634374251,79.33911882037803,119.16666666666667,175
v_485Wn1DXt5U,85.83817428766773,89.73760756804157,119.16666666666667,175
v_485Wn1DXt5U,94.56547734374253,112.94851995121915,119.16666666666667,175
v_a5R0qO5NynU,105.33295319812792,177.9121965678627,238.56666666666666,175
v_FMmrxy3OanA,106.36895845748329,119.98587590296616,213.2,175
v_vRf9sof3dwU,28.371360374414976,54.569634945397816,63.333333333333336,175
v_Yxsw5nTf4Dg,7.999834633385335,78.23707956318252,94.93333333333334,175
v_qXUdnj4VN80,0.2,143.1644305772231,150.43333333333334,175
v_PV5Y3NeR5yQ,18.251976180983817,70.083255134933,191.13333333333333,175
v_PV5Y3NeR5yQ,84.67941989782673,149.91533879623933,191.13333333333333,175
v_81w6SClSFMU,70.10562629281398,79.26687862926258,115.33333333333333,175
v_hKLDr9ZaDb8,6.7168705148205925,134.56721372854915,148.46666666666667,175
v_Mm6iYEyY9dI,5.561104755520448,10.2946639455516,233.76666666666668,175
v_QgklQUCQcV4,81.14036840113059,209.721677,209.66666666666666,175
v_83WXP5z80Y0,11.884797518067641,127.94753668544449,140.5,175
v_dxvKVBrNMDw,31.340485179407178,71.1135600624025,117.5,175
v_vX0fg06e9co,44.52934135929098,188.82765271624245,195.36666666666667,175
v_EdJgTx0iFeE,19.308380655226212,160.536,160.7,175
v_jcqRPdvb18w,37.18766228982425,48.394613925905134,60.93333333333333,175
v_u6HM4rYdllc,59.05739469578784,114.69567706708268,199.23333333333332,175
v_7jGKlEvH_uw,56.627340093603756,121.88347737909515,149.36666666666667,175
v_bhRHD3bBNZY,15.07655114151058,23.015798709696732,188.66666666666666,175
v_bhRHD3bBNZY,66.2405910253769,102.11422818532913,188.66666666666666,175
v_bhRHD3bBNZY,124.75578606497116,184.15311835843372,188.66666666666666,175
v_uaGy1W-EYWU,35.901916819575426,38.86145731801779,75.8,175
v_NiQaDgj8Z10,0.2,43.50590951638064,133.4,175
v_NiQaDgj8Z10,90.96690171606865,117.4035070202808,133.4,175
v_hxluAHro9bQ,15.798098283931356,41.02789703588144,151.16666666666666,175
v_hxluAHro9bQ,58.94812792511701,71.44513104524181,151.16666666666666,175
v_hxluAHro9bQ,86.77164430577223,140.06909204368174,151.16666666666666,175
v_DLlooZTLPdI,17.33008609279966,41.86674191456875,173.03333333333333,175
v_DLlooZTLPdI,57.23585612017623,65.05523001425723,173.03333333333333,175
v_DLlooZTLPdI,75.03167256877435,76.91910764665597,173.03333333333333,175
v_DLlooZTLPdI,82.31177929774631,87.97408453139118,173.03333333333333,175
v_DLlooZTLPdI,100.916496494008,123.56571742858743,173.03333333333333,175
v_DLlooZTLPdI,131.11545774011392,134.62069431332264,173.03333333333333,175
v_DLlooZTLPdI,138.12593088653136,156.19138091768403,173.03333333333333,175
v_BFXSk5F0E_w,1.6412638805781568,4.754005313599964,199.8,175
v_YFTQImGp_nY,54.73557507214464,85.15038378132039,160.26666666666668,175
v_YFTQImGp_nY,89.38851286374648,101.35499497883205,160.26666666666668,175
v_DU36SNYN-rw,34.786745129669136,61.13512043681747,110.26666666666667,152
v_8oI4xGqkzSE,0.2,25.586144098825176,204.13333333333333,152
v_8oI4xGqkzSE,30.063719316119585,71.96103027794581,204.13333333333333,152
v_8oI4xGqkzSE,73.56016428412241,142.3229254446178,204.13333333333333,152
v_8oI4xGqkzSE,146.16084702964122,198.29261522620902,204.13333333333333,152
v_axoyB4pypWY,46.1561259511605,118.09900626365057,138.7,152
v_JyjONoyBr4Q,6.448960998439937,169.84235881435256,172.26666666666668,152
v_99Mk5a8Tvyk,22.598316692667705,126.8638174726989,143.4,152
v_wRKFbuczjsw,14.90191341653666,16.91871372854914,143.6,152
v_wRKFbuczjsw,22.52093681747269,24.313648205928235,143.6,152
v_wRKFbuczjsw,46.49845163806552,51.6524968798752,143.6,152
v_wRKFbuczjsw,54.341563962558496,55.910186427457106,143.6,152
v_wRKFbuczjsw,63.97738767550702,67.11463260530421,143.6,152
v_wRKFbuczjsw,0.2,143.441,143.6,152
v_wRKFbuczjsw,87.07066848673945,90.65659048361934,143.6,152
v_wRKFbuczjsw,108.8103205928237,113.74096333853352,143.6,152
v_wRKFbuczjsw,126.5158104524181,128.30877145085805,143.6,152
v_pKOwZrmQan4,15.472966165366616,113.1000145897036,117.93333333333334,152
v_Marb8CMxPV0,0.01,38.975169961900505,175.86666666666667,152
v_Marb8CMxPV0,77.1269208400989,175.73721088435374,175.86666666666667,152
v_Yd98o-oEGvI,0.2,103.29883625004864,164.16666666666666,152
v_Yd98o-oEGvI,113.03917226677069,157.38333735101403,164.16666666666666,152
v_ejkGxGrEdO4,0.2,124.2547503900156,133.8,152
v_E-XerA_sOjw,12.513780224648983,36.009041054602186,54.43333333333333,152
v_IQvSj-3BGPo,6.047801965678628,198.304243400936,203.96666666666667,152
v_lMbDEY-CVwE,0.01,175.54883804447894,176.2,152
v_SXwCedd4MKg,0.01,173.36785150342564,173.73333333333332,152
v_B6W_0AvgGTY,4.624894144573718,19.077686953271023,23.1,152
v_hrcSCXaNhmY,0.01,40.96,40.9,152
v_goXkohySkU8,11.297021840873635,18.925638065522627,26.666666666666668,152
v_WdNtrGxSm1Y,0.01,109.821,109.73333333333333,152
v_-5xWaBSwnjY,16.99468842971406,143.336779,143.26666666666668,152
v_LwJFjFdJy5c,0.826499977005883,33.111653999999994,33.03333333333333,152
v_eLeGJBfqURA,9.451711263650548,29.30030491731669,151.36666666666667,152
v_eLeGJBfqURA,35.443917238689544,45.368214065522615,151.36666666666667,152
v_eLeGJBfqURA,47.73114188143526,73.72334785647426,151.36666666666667,152
v_eLeGJBfqURA,77.97661792511701,122.87224642745709,151.36666666666667,152
v_eLeGJBfqURA,123.34483199063965,125.70775980655226,151.36666666666667,152
v_eLeGJBfqURA,130.90620100156008,148.86445240249608,151.36666666666667,152
v_bUCMSDMB7MU,5.2656046922148985,52.326946628885565,210.83333333333334,152
v_bUCMSDMB7MU,61.2126545469982,193.51097243889754,210.83333333333334,152
v_qp9OcGPufEc,0.0,173.85624056162246,185.7,152
v_UhB739uudDo,8.014896367283264,72.64294961458322,81.46666666666667,152
v_TKGjHAmCaRo,0.20000000000000004,129.83468432614856,136.8,152
v_ygkcjkVqxAA,6.822549000318541,39.289685171479675,45.0,152
v_dzsSiqXxfpw,33.81055919003115,142.78272118380062,155.96666666666667,152
v_QooDDNWaQjU,0.01,62.261,62.266666666666666,152
v_XOEQfCu6KsE,23.66082059282371,56.696683307332286,143.06666666666666,152
v_XOEQfCu6KsE,63.16992667706708,133.48274258970358,143.06666666666666,152
v_SxIJ6MjcgnY,6.6760448049922,143.77339347893914,152.7,152
v_JMJp9kFudNA,25.67029938340391,37.405293387245706,156.66666666666666,152
v_JMJp9kFudNA,42.53935326392648,48.89580834934078,156.66666666666666,152
v_JMJp9kFudNA,52.31851493379464,59.89736522794246,156.66666666666666,152
v_JMJp9kFudNA,66.98725743859687,82.14495802689252,156.66666666666666,152
v_JMJp9kFudNA,94.124431072481,111.72692207824369,156.66666666666666,152
v_JMJp9kFudNA,121.01712566461842,144.48711204992202,156.66666666666666,152
v_KoeytdNfQ_M,3.5631581889125905,70.68846084455623,73.6,152
v_KAbo60mowhw,33.920806508937176,203.86678789578946,219.8,152
v_9-hrNWXnuY8,7.503703968798753,165.88545559594385,171.66666666666666,152
v_2CfCDcCuOO4,0.01,90.961,90.86666666666666,152
v_tCkHrK6mRME,0.01,124.021,123.86666666666666,152
v_kv8lsSjfguI,12.215234009360376,102.79589235569424,120.4,152
v_GVn7MSMHXxk,5.376198314352575,54.11452073790953,56.4,152
v_a2Xwx37YbhE,3.351189042121685,43.839024,43.7,152
v_beejEQ04nkY,12.352291145085804,16.019377578783153,30.866666666666667,152
v_beejEQ04nkY,18.624938992199688,21.9542674648986,30.866666666666667,152
v__4licRHiRRs,18.19437398595944,71.46449988299531,120.16666666666667,152
v_pwoy7UXdnAE,17.86495261443111,78.52867586739471,82.26666666666667,152
v_XCejO7RyWdA,5.7350202808112325,6.915759750390016,54.03333333333333,152
v_XCejO7RyWdA,10.879670826833074,12.317981279251173,54.03333333333333,152
v_XCejO7RyWdA,15.017812792511704,19.15192979719189,54.03333333333333,152
v_XCejO7RyWdA,21.261173166926678,25.057811232449303,54.03333333333333,152
v_XCejO7RyWdA,26.998315132605306,30.37310452418097,54.03333333333333,152
v_XCejO7RyWdA,33.83226365054602,47.75326989079564,54.03333333333333,152
v_in5XF1bbYr0,12.853765562553727,76.91106374820116,94.9,152
v_kM6v-XN8Ixo,8.82713394093359,20.0175606827622,110.43333333333334,152
v_kM6v-XN8Ixo,22.94428744282837,36.3727993960994,110.43333333333334,152
v_kM6v-XN8Ixo,48.59618848176918,93.87437622164455,110.43333333333334,152
v_dyobp97TugE,29.389148899289307,46.627015080603215,180.53333333333333,152
v_dyobp97TugE,61.88676547061882,89.01521060842434,180.53333333333333,152
v_e__FVkfXB-U,12.844926904471505,19.777111165746806,131.0,152
v_e__FVkfXB-U,20.388774493896104,51.58360422951042,131.0,152
v_e__FVkfXB-U,58.515788615202474,74.62292292313406,131.0,152
v_e__FVkfXB-U,84.2056483974731,118.25490699778412,131.0,152
v_zTnRo6yABtg,72.67816426927173,93.48909376289394,205.7,152
v_zTnRo6yABtg,108.85716477356884,182.17566852675247,205.7,152
v_Pso333FAp2w,12.235975039001561,16.518566302652108,130.7,152
v_Pso333FAp2w,45.27310764430578,47.10850390015601,130.7,152
v_Pso333FAp2w,72.60011856474259,73.61978315132606,130.7,152
v_Pso333FAp2w,89.73048361934477,95.04727925117004,130.7,152
v_Pso333FAp2w,117.48333229329175,122.37847113884555,130.7,152
v_r4iurK3kOe8,5.901637734477379,68.4152818848674,69.96666666666667,152
v_BO0vQ6ASVlo,5.4336142860680425,11.014083012300084,94.03333333333333,152
v_BO0vQ6ASVlo,12.335772973776095,21.000184911076442,94.03333333333333,152
v_BO0vQ6ASVlo,22.468729310452414,26.874362508580347,94.03333333333333,152
v_BO0vQ6ASVlo,27.608634708268326,29.958305747269893,94.03333333333333,152
v_BO0vQ6ASVlo,30.10516018720749,31.13314126677067,94.03333333333333,152
v_BO0vQ6ASVlo,36.713609984399376,38.329008823712954,94.03333333333333,152
v_BO0vQ6ASVlo,40.238116542901714,42.88149646177847,94.03333333333333,152
v_BO0vQ6ASVlo,51.69276285803433,61.38515589391575,94.03333333333333,152
v_BO0vQ6ASVlo,64.46909913260531,68.72787789079563,94.03333333333333,152
v_BO0vQ6ASVlo,68.87473233073322,75.18947324804992,94.03333333333333,152
v_BO0vQ6ASVlo,75.48318212792513,82.091631925117,94.03333333333333,152
v_BO0vQ6ASVlo,83.85388520436817,86.79097400312011,94.03333333333333,152
v_BO0vQ6ASVlo,89.43435392199687,93.933696,94.03333333333333,152
v_VFVAkH9zPIM,35.54787987519501,77.50078315132606,205.23333333333332,152
v_VFVAkH9zPIM,95.43484867394696,121.69544461778472,205.23333333333332,152
v_VFVAkH9zPIM,121.69544461778472,146.03453354134166,205.23333333333332,152
v_xv6h1JNMX8g,30.87071372854914,146.3823627145086,155.1,152
v_zSWuVb-aYAA,13.83790015600624,33.56972074882995,164.3,152
v_zSWuVb-aYAA,75.08342121684869,141.72760218408737,164.3,152
v_GehJuCIJ7AI,0.01,38.21432673320928,135.83333333333334,152
v_GehJuCIJ7AI,40.76076967860711,128.18864413726544,135.83333333333334,152
v_-HHybw--2XA,13.709929797191887,123.61857410296413,135.16666666666666,152
v_QE80ROTC_fI,9.569809029641187,142.86357765678628,145.83333333333334,152
v_bH7ORYDcI7A,27.60707176287052,185.25401560062406,190.23333333333332,152
v_UfrztSg9gf0,17.359252321372853,108.77233635413415,118.33333333333333,152
v_FNX7CeuIvIQ,9.212655226209046,150.29772542901716,181.16666666666666,152
v_FxGXQIH3-RQ,0.01,159.799749,159.66666666666666,152
v_lVMMPkvnid8,25.40789859594384,49.335725429017174,158.06666666666666,71
v_lVMMPkvnid8,68.32997971918877,79.43051794071762,158.06666666666666,71
v_lVMMPkvnid8,83.1306973478939,88.31094851794073,158.06666666666666,71
v_lVMMPkvnid8,98.43722152886114,110.77271294851792,158.06666666666666,71
v_lVMMPkvnid8,142.35157098283932,157.89429017160685,158.06666666666666,71
v_LAkaYds-8X0,8.146328037441497,10.738341503900156,118.63333333333334,71
v_LAkaYds-8X0,11.664060599063964,13.330354970358815,118.63333333333334,71
v_LAkaYds-8X0,14.441217884555385,17.773806627145092,118.63333333333334,71
v_LAkaYds-8X0,19.81038863650546,22.40240210296412,118.63333333333334,71
v_LAkaYds-8X0,30.363586321372853,33.325887425897044,118.63333333333334,71
v_LAkaYds-8X0,40.36135254914196,45.17509184399376,118.63333333333334,71
v_LAkaYds-8X0,48.137392948517935,51.65512551014041,118.63333333333334,71
v_LAkaYds-8X0,55.91343334789392,59.06087827145086,118.63333333333334,71
v_LAkaYds-8X0,76.64954107956319,79.05641072698906,118.63333333333334,71
v_LAkaYds-8X0,82.57414328861155,86.64730730733231,118.63333333333334,71
v_LAkaYds-8X0,88.86903313572545,91.64619042121684,118.63333333333334,71
v_LAkaYds-8X0,95.90449825897035,102.56967574414976,118.63333333333334,71
v_LAkaYds-8X0,103.68053865834635,107.38341503900156,118.63333333333334,71
v_YIYZHQUOtnA,18.818564511700465,92.55661321060842,123.03333333333333,71
v_Gg8Ha8OPtZ0,1.4690234009360374,12.9875023400936,21.333333333333332,71
v_1t0yXLlX1XE,0.2,83.0182301246106,84.76666666666667,71
v_PSUGaj7_5LI,26.38509694673501,33.76157566302652,181.76666666666668,71
v_PSUGaj7_5LI,66.38830844662358,73.19736572320033,181.76666666666668,71
v_PSUGaj7_5LI,105.54038778694004,111.49831290394474,181.76666666666668,71
v_DLJqhYP-C0k,11.083851549980366,16.62577732497055,186.9,71
v_DLJqhYP-C0k,22.459383403907584,27.709628874950923,186.9,71
v_DLJqhYP-C0k,28.876350090738324,32.95987434599425,186.9,71
v_DLJqhYP-C0k,35.29331677756906,42.87700468018721,186.9,71
v_DLJqhYP-C0k,45.793807719655724,49.29397136701794,186.9,71
v_DLJqhYP-C0k,51.044053190699046,54.835897142008115,186.9,71
v_DLJqhYP-C0k,58.627741093317184,62.127904740679426,186.9,71
v_DLJqhYP-C0k,63.58630626041368,68.25319112356331,186.9,71
v_DLJqhYP-C0k,69.12823203540385,72.33671537881924,186.9,71
v_DLJqhYP-C0k,75.25351841828774,79.33704267354369,186.9,71
v_DLJqhYP-C0k,80.50376388933107,84.29560784064014,186.9,71
v_DLJqhYP-C0k,85.46232905642756,87.21241088010868,186.9,71
v_DLJqhYP-C0k,89.25417300773663,113.46363773166924,186.9,71
v_DLJqhYP-C0k,114.6303589422777,120.4639649953198,186.9,71
v_DLJqhYP-C0k,122.21404681123244,131.25613619344773,186.9,71
v_DLJqhYP-C0k,133.8812589173167,143.5067089048362,186.9,71
v_DLJqhYP-C0k,144.3817498127925,154.007199800312,186.9,71
v_DLJqhYP-C0k,171.2163376567863,178.2166649204368,186.9,71
v_7-5sFmNf4i4,92.44411374102964,123.79753693291735,207.13333333333333,71
v_7-5sFmNf4i4,133.81770310764432,138.3429394446178,207.13333333333333,71
v_ETZOazHvdZg,0.01,15.373689414740547,102.43333333333334,71
v_ETZOazHvdZg,45.45438772838738,56.6546472127001,102.43333333333334,71
v_ETZOazHvdZg,30.8940494279887,61.934769740001194,102.43333333333334,71
v_ETZOazHvdZg,67.85490711909635,82.57524871035999,102.43333333333334,71
v_LOINRpWGrlw,6.169599477856664,143.95731950078002,146.4,71
v_8EDq3cjHhz0,64.3758767550702,90.77888611544462,190.06666666666666,71
v_f1YrGAkQd0U,46.54027925117004,63.180379095163815,166.63333333333333,71
v_f1YrGAkQd0U,88.66053198127926,93.87182683307334,166.63333333333333,71
v_f1YrGAkQd0U,102.97297347893915,105.83333385335415,166.63333333333333,71
v_f1YrGAkQd0U,109.21375975039005,112.07412012480499,166.63333333333333,71
v_f1YrGAkQd0U,127.4160530421217,132.3566755070203,166.63333333333333,71
v_f1YrGAkQd0U,139.8976255850234,148.73873946957875,166.63333333333333,71
v_6O8QXbjvYKs,37.9771584524181,45.54892836193448,75.7,71
v_iUe1t0sN4Jo,23.44611232449298,28.084731669266766,54.03333333333333,71
v_wLcpMJv83XY,28.200759750390013,166.041856474259,168.86666666666667,71
v_yyUmEgvq3B0,31.111370343249103,42.41278671010786,83.2,71
v_yyUmEgvq3B0,57.35143958502341,62.28769033073322,83.2,71
v_yyUmEgvq3B0,65.40532238065522,68.65285576599064,83.2,71
v_5Eb_NVjFah0,11.297137383205115,103.194338417473,110.83333333333333,71
v_9PGFsuE3Ye0,18.1613120124805,30.268853354134173,143.7,71
v_9PGFsuE3Ye0,46.412241809672395,47.30909672386896,143.7,71
v_9PGFsuE3Ye0,60.98613416536662,71.97260686427455,143.7,71
v_9PGFsuE3Ye0,100.01323868954759,106.74058658346337,143.7,71
v_So4BX0I1VRI,0.01,7.504917572849673,70.6,71
v_So4BX0I1VRI,17.756433652412856,21.724762457405056,70.6,71
v_So4BX0I1VRI,40.24363021403532,44.983578508887106,70.6,71
v_So4BX0I1VRI,65.37637931231924,70.658299,70.6,71
v_9-U2WOLIqB8,24.956026024116806,77.03816729183885,87.03333333333333,71
v_W3a7BIqWov4,3.3479117450412303,15.411022318443761,34.0,71
v_Dys_KC7uIzs,13.52238148301442,74.55583304148492,234.16666666666666,71
